id,top_cast,director
12280,"Michael Keaton, Robert Duvall, Glenn Close",Ron Howard
2788,"Winona Ryder, Ben Stiller, Janeane Garofalo",Ben Stiller
10427,"Nicolas Cage, Dennis Hopper, Lara Flynn Boyle",John Dahl
11011,"Macaulay Culkin, John Larroquette, Edward Herrmann",Donald Petrie
49803,"Susan Sarandon, Nick Stahl, Sam Shepard",Robert Allan Ackerman
8987,"Meryl Streep, David Strathairn, Kevin Bacon",Curtis Hanson
1637,"Keanu Reeves, Dennis Hopper, Sandra Bullock",Jan de Bont
15128,"Michael Keaton, Geena Davis, Christopher Reeve",Ron Underwood
8831,"Jean-Claude Van Damme, Mia Sara, Ron Silver",Peter Hyams
36955,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold",James Cameron
10449,"Andy García, Meg Ryan, Ellen Burstyn",Luis Mandoki
10395,"Jack Nicholson, Christopher Plummer, James Spader",Mike Nichols
12160,"Kevin Costner, Dennis Quaid, Gene Hackman",Lawrence Kasdan
40480,"Laurence Fishburne, Ellen Barkin, Frank Langella",Damian Harris
52038,"Albert Finney, Brenda Fricker, Michael Gambon",Suri Krishnamma
29444,"Stephen Dorff, Reese Witherspoon, Jake Busey",Jefery Levy
26352,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith",Keenen Ivory Wayans
39953,"James Andrews, Mary Beth Aylesworth, Mike Barbour",Robert Lee King
41580,"Gérard Depardieu, Fanny Ardant, Fabrice Luchini",Yves Angelo
315,"Tura Satana, Haji, Lori Williams",Russ Meyer
22067,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine",Doug McHenry
18242,"Nick Upton, Deborah Collard, Frank Passingham",Dave Borthwick
11667,"Jean-Claude Van Damme, Raúl Juliá, Ming-Na Wen",Steven E. de Souza
32502,"Michael J. Fox, Jason Priestley, Kimberly Williams-Paisley",Wallace Wolodarsky
267188,"Michael A. Nickles, Adam Ant, Heather Graham",Michael A. Nickles
28732,"Steve Alden, David Arquette, Stephen Baldwin",Paul Warner
75555,"Eddie Bowz, Heather Medway, Ann Turkel",Vincent Robert
42981,,Theodore Thomas
278939,"Эрика Элениак, William McNamara, Michael Lerner",Lucas Platt
291731,"Blythe Danner, Frank Whaley, Sheryl Lee",Ross Kagan Marks
226229,"Edward James Olmos, Sean Young, James Andronica",Paul Williams
203119,"Robert Wuhl, Tom Selleck, Joe Piscopo",Robert Wuhl
172923,"Damián Alcázar, Pedro Armendáriz Jr., Dolores Heredia",Roberto Sneider
316098,Roscoe Lee Browne,Jack Baxter
8011,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger",Andrew Morahan
171857,"Nicholas Turturro, Anthony DeSando, Libby Langdon",Michael Corrente
2654,"Sam Neill, Julie Carmen, Jürgen Prochnow",John Carpenter
18069,"Luke Perry, Stephen Baldwin, Cynthia Geary",John G. Avildsen
19092,"Duane Martin, Tupac Amaru Shakur, Bernie Mac",Jeff Pollack
2758,"Raúl Juliá, Anjelica Huston, Christopher Lloyd",Barry Sonnenfeld
38129,Martin Lawrence,Thomas Schlamme
10436,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder",Martin Scorsese
13595,"Brendan Fraser, Steve Buscemi, Adam Sandler",Michael Lehmann
46094,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez",Paul Michael Glaser
9409,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell",John Badham
11853,"Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell",Jonathan Kaplan
16771,"Taylor Nichols, Chris Eigeman, Mira Sorvino",Whit Stillman
46924,"Robin Williams, Maudie Johnson, Max Johnson",Bill Forsyth
11041,"Jim Varney, Diedrich Bader, Эрика Элениак",Penelope Spheeris
306,"Eddie Murphy, Judge Reinhold, Héctor Elizondo",John Landis
14522,"Alan Cumming, Sean Bean, David Thewlis",Caroline Thompson
26203,"Madeleine Stowe, Aidan Quinn, James Remar",Michael Apted
178,"Jeff Bridges, Tommy Lee Jones, Suzy Amis",Stephen Hopkins
19819,"Nick Nolte, Shaquille O'Neal, Mary McDonnell",William Friedkin
57834,"Jessica Lange, Tommy Lee Jones, Powers Boothe",Tony Richardson
4722,"Gabrielle Anwar, Terry Kinney, Billy Wirth",Abel Ferrara
18215,"Julian Sands, Sherilyn Fenn, Bill Paxton",Jennifer Chambers Lynch
1607,"Robert De Niro, Chazz Palminteri, Lillo Brancato",Robert De Niro
26391,"Chris Elliott, Ritch Brinkley, James Gammon",Adam Resnick
117553,"Jason Priestley, Gabriel Olds, Jerry O'Connell",John Whitesell
6075,"Al Pacino, Sean Penn, Penelope Ann Miller",Brian De Palma
11310,"Billy Crystal, Daniel Stern, Jon Lovitz",Paul Weiland
18658,"Dana Carvey, Valeria Golino, James Earl Jones",Mick Jackson
9350,"Sylvester Stallone, John Lithgow, Michael Rooker",Renny Harlin
9612,"Robert Knott, Dan Aykroyd, Jane Curtin",Steve Barron
2124,"Bruce Willis, Jane March, Rubén Blades",Richard Rush
26261,"Chevy Chase, Jack Palance, Dianne Wiest",Michael Ritchie
19176,"Woody Harrelson, Kiefer Sutherland, Dylan McDermott",Gregg Champion
49299,"Harvey Keitel, Madonna, James Russo",Abel Ferrara
11566,"Kevin Kline, Sigourney Weaver, Frank Langella",Ivan Reitman
9571,"Jason London, Rory Cochrane, Wiley Wiggins",Richard Linklater
9739,"Sylvester Stallone, Wesley Snipes, Sandra Bullock",Marco Brambilla
24257,,Bruce Brown
34444,"Uma Thurman, Lorraine Bracco, Pat Morita",Gus Van Sant
26141,"Armand Assante, Sherilyn Fenn, Kate Nelligan",Carl Reiner
10997,"Leslie Cheung, Gong Li, Zhang Fengyi",Chen Kaige
50463,"Harley Jane Kozak, Elizabeth McGovern, Bill Pullman",Donald Petrie
10443,"Jeff Bridges, Isabella Rossellini, Rosie Perez",Peter Weir
20239,"Larry B. Scott, Mark Christopher Lawrence, Rusty Cundieff",Rusty Cundieff
16297,"Joe Pesci, Brendan Fraser, Moira Kelly",Alek Keshishian
18551,"Meg Ryan, Dennis Quaid, James Caan",Steve Kloves
25440,"Mia Farrow, Jim Broadbent, Natasha Richardson",John Irvin
9024,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins",Barry Sonnenfeld
37233,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman",Sydney Pollack
1634,"Jason James Richter, Lori Petty, August Schellenberg",Simon Wincer
13815,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson",Boaz Yakin
5503,"Harrison Ford, Tommy Lee Jones, Sela Ward",Andrew Davis
35588,"Jason Patric, Wes Studi, Gene Hackman",Walter Hill
2087,"Alec Baldwin, Kim Basinger, Michael Madsen",Roger Donaldson
41579,"Macaulay Culkin, Ted Danson, Glenne Headly",Howard Deutch
18620,"Guinevere Turner, V.S. Brodie, T. Wendy McMillan",Rose Troche
41006,"Colin Friels, Sean Connery, John Lithgow",Bruce Beresford
4916,"Rebecca De Mornay, Don Johnson, Dana Ivey",Sidney Lumet
2019,"Jean-Claude Van Damme, Arnold Vosloo, Lance Henriksen",John Woo
31642,"Tommy Lee Jones, Robert John Burke, Timothy Carhart",Oliver Stone
9255,"Charlie Sheen, Lloyd Bridges, Valeria Golino",Jim Abrahams
26271,"Dana Delany, Kim Cattrall, Cynthia Stevenson",Julianna Lavin
10612,"Hugh Grant, Tara Fitzgerald, Colm Meaney",Christopher Monger
2259,"Meryl Streep, Glenn Close, Jeremy Irons",Bille August
16097,"Bernie Mac, Chris Tucker, Christopher Reid",Eric Meza
11934,"Tim Robbins, Jennifer Jason Leigh, Paul Newman",Joel Coen
106143,"Nick Nolte, Woody Harrelson, Albert Brooks",James L. Brooks
12475,"Pauly Shore, Andy Dick, Lori Petty","Daniel Petrie, Jr."
9386,"Clint Eastwood, Rene Russo, John Malkovich",Wolfgang Petersen
7984,"Daniel Day-Lewis, Pete Postlethwaite, Emma Thompson",Jim Sheridan
59930,"Larenz Tate, Joe Morton, Suzzanne Douglas",Matty Rich
15765,"Angela Bassett, Laurence Fishburne, Vanessa Bell Calloway",Brian Gibson
31643,"Joe Pesci, Christian Slater, Victoria Abril",Barry Levinson
6,"Emilio Estevez, Cuba Gooding Jr., Denis Leary",Stephen Hopkins
329,"Sam Neill, Laura Dern, Jeff Goldblum",Steven Spielberg
10909,"Brad Pitt, David Duchovny, Juliette Lewis",Dominic Sena
507,"Eric Stoltz, Julie Delpy, Jean-Hugues Anglade",Roger Avary
34024,"Jesse Bradford, Jeroen Krabbé, Lisa Eichhorn",Steven Soderbergh
29918,"Tom Guiry, Helen Slater, Jon Tenney",Daniel Petrie
9593,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney",John McTiernan
42580,"Michael J. Fox, Christina Vidal, Nathan Lane",James Lapine
22317,"Paul Hogan, Beverly D'Angelo, Cuba Gooding Jr.",Simon Wincer
1413,"Jeremy Irons, John Lone, Barbara Sukowa",David Cronenberg
12121,"Whoopi Goldberg, Ted Danson, Nia Long",Richard Benjamin
2246,"Alec Baldwin, Nicole Kidman, Bill Pullman",Harold Becker
10502,"Mel Gibson, Nick Stahl, Margaret Whitton",Mel Gibson
10440,"Woody Allen, Diane Keaton, Jerry Adler",Woody Allen
9516,"Tyrin Turner, Larenz Tate, Glenn Plummer",Albert Hughes
2320,"Kurt Russell, Steven Seagal, Halle Berry",Stuart Baird
5879,"Eiko Matsuda, Tatsuya Fuji, Aoi Nakajima",Nagisa Ōshima
83718,"Karen Sillas, Tom Noonan",Tom Noonan
11971,"Kenneth Branagh, Richard Briers, Michael Keaton",Kenneth Branagh
2625,"Richard Gere, Lena Olin, Anne Bancroft",Mike Figgis
31911,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker",Anthony Minghella
788,"Robin Williams, Sally Field, Pierce Brosnan",Chris Columbus
21450,"David Thewlis, Lesley Sharp, Katrin Cartlidge",Mike Leigh
11231,"Pat Morita, Hilary Swank, Michael Ironside",Christopher Cain
41588,"Peter Weller, Judy Davis, Patrick Bauchau",Michael Tolkin
10447,"Ray Liotta, Lance Henriksen, Stuart Wilson",Martin Campbell
31586,"Elijah Wood, Jason Alexander, Julia Louis-Dreyfus",Rob Reiner
9300,"Tilda Swinton, Billy Zane, Lothaire Bluteau",Sally Potter
9559,"Kevin Costner, Clint Eastwood, Laura Dern",Clint Eastwood
9800,"Tom Hanks, Denzel Washington, Jason Robards",Jonathan Demme
713,"Holly Hunter, Harvey Keitel, Sam Neill",Jane Campion
8291,"Janet Jackson, Tupac Amaru Shakur, Regina King",John Singleton
18133,"James Caan, Halle Berry, Omar Epps",David S. Ward
25557,"Donald Sutherland, Eric Thal, Julie Warner",Stuart Orme
22588,"Brian Benben, Mary Stuart Masterson, Ned Beatty",Mel Smith
10872,"Denis Leary, Judy Davis, Kevin Spacey",Ted Demme
1245,"Anthony Hopkins, Emma Thompson, James Fox",James Ivory
11858,"Danny DeVito, Mark Wahlberg, Gregory Hines",Penny Marshall
7007,"Sean Connery, Wesley Snipes, Harvey Keitel",Philip Kaufman
10467,"Anthony Hopkins, Bridget Fonda, Matthew Broderick",Alan Parker
5550,"Robert John Burke, Nancy Allen, Mario Machado",Fred Dekker
8005,"Cary Elwes, Dom DeLuise, Roger Rees",Mel Brooks
2088,"Gary Oldman, Lena Olin, Annabella Sciorra",Peter Medak
10412,"Russell Crowe, Daniel Pollock, Jacqueline McKenzie",Geoffrey Wright
47889,"Ashley Judd, Todd Field, Bentley Mitchum",Victor Nunez
14534,"Sean Astin, Jon Favreau, Ned Beatty",David Anspaugh
56583,"Danny Glover, Matt Dillon, Rick Aviles",Tim Hunter
41878,"Cyril Collard, Romane Bohringer, Carlos López",Cyril Collard
424,"Liam Neeson, Ben Kingsley, Ralph Fiennes",Steven Spielberg
35233,"Brendan Fraser, Albert Brooks, Dianne Wiest",Michael Ritchie
14291,"Max Pomeranc, Joe Mantegna, Joan Allen",Steven Zaillian
103413,"William Hurt, Nathan Yapp, Keith Allen",Chris Menges
11236,"Kate Maberly, Heydon Prowse, Andrew Knott",Agnieszka Holland
11592,"Kathleen Turner, Sam Waterston, Ricki Lake",John Waters
8850,"Alec Baldwin, John Lone, Penelope Ann Miller",Russell Mulcahy
10445,"Anthony Hopkins, Debra Winger, John Wood",Richard Attenborough
695,"Julianne Moore, Andie MacDowell, Tim Robbins",Robert Altman
43535,"Steve Martin, Anne Heche, Gabriel Byrne",Gillies MacKinnon
12519,"Hugh Grant, Tara Fitzgerald, Sam Neill",John Duigan
23210,"Will Smith, Donald Sutherland, Stockard Channing",Fred Schepisi
858,"Tom Hanks, Meg Ryan, Bill Pullman",Nora Ephron
867,"Sharon Stone, William Baldwin, Tom Berenger",Phillip Noyce
78,"Harrison Ford, Rutger Hauer, Sean Young",Ridley Scott
13203,"Pauly Shore, Carla Gugino, Lane Smith",Steve Rash
10442,"Mike Myers, Nancy Travis, Anthony LaPaglia",Thomas Schlamme
11074,"Bruce Willis, Sarah Jessica Parker, Dennis Farina",Rowdy Herrington
33367,"Nastassja Kinski, Ben Kingsley, Zohra Sehgal",Arthur Joffé
9607,"Bob Hoskins, John Leguizamo, Dennis Hopper",Annabel Jankel
17585,"Ice-T, Rutger Hauer, Charles S. Dutton",Ernest R. Dickerson
9057,"Charlie Sheen, Nastassja Kinski, James Gandolfini",Deran Sarafian
20967,"Colm Feore, Derek Keurvorst, Derek Keurvorst",François Girard
10635,"Josh Charles, Stephen Baldwin, Lara Flynn Boyle",Andrew Fleming
9479,"Danny Elfman, Chris Sarandon, Catherine O'Hara",Henry Selick
10057,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell",Stephen Herek
11969,"Kurt Russell, Val Kilmer, Sam Elliott",George P. Cosmatos
41590,"William Hurt, Joanne Whalley, Gabriel Byrne",Heywood Gould
319,"Christian Slater, Patricia Arquette, Michael Rapaport",Tony Scott
26408,"James Carville, George Stephanopoulos, Heather Beckel",D.A. Pennebaker
15139,"Macaulay Culkin, Christopher Lloyd, Patrick Stewart",Joe Johnston
161158,"Leslie Hope, Peter Outerbridge, Victor Ertmanis",Jerry Ciccoritti
218473,"Martha Plimpton, Kelly Lynch, Rutger Hauer",Jennifer Warren
85247,"Anthony LaPaglia, Mimi Rogers, Matt Craven",Mark Malone
11446,"Heather Matarazzo, Victoria Davis, Christina Brucato",Todd Solondz
51980,"Miou-Miou, Gérard Depardieu, Renaud",Claude Berri
24405,"Tom Berenger, William McNamara, Эрика Элениак",Dennis Hopper
11655,"Federico Luppi, Ron Perlman, Claudio Brook",Guillermo del Toro
11800,"Eric Stoltz, Mary-Louise Parker, Ralph Macchio",Daniel Algrant
8223,"Verónica Forqué, Victoria Abril, Peter Coyote",Pedro Almodóvar
14587,"Kim Vithana, Jimmi Harkishin, Sarita Khajuria",Gurinder Chadha
31504,"Luke Edwards, Timothy Busfield, John Ashton",Andrew Scheinman
41653,"Stellan Skarsgård, Jesper Salén, Basia Frydman",Åke Sandgren
53185,"Julie Walters, Jim Broadbent, Thora Hird",Richard Loncraine
95743,"Robin Givens, Marco Hofschneider, Rick Johnson",Eva Sereny
23637,"Paolo Villaggio, Gigio Morra, Paolo Bonacelli",Lina Wertmüller
17600,"Jeremy Davies, Benjamin Hendrickson, Alberta Watson",David O. Russell
10897,"Bug Hall, Travis Tedford, Brittany Ashton Holmes",Penelope Spheeris
349394,"Jean Yanne, Ken Higelin, Florence Darel",Rémy Duchemin
21352,"Tina Majorino, Keith Carradine, Chelsea Field",George T. Miller
68806,"Claudio Amendola, Carlo Cecchi, Enrico Lo Verso",Ricky Tognazzi
37345,"Jim Broadbent, Phoebe Cates, Kevin Kline",Michael Austin
32562,"Lily Tomlin, Tony Curtis, Susan Sarandon",Rob Epstein
47507,"Vincent Cassel, Julie Mauduech, Hubert Koundé",Mathieu Kassovitz
25403,"Nanni Moretti, Renato Carpentieri, Antonio Neiwiller",Nanni Moretti
124304,"Marcello Mastroianni, Luisina Brando, Alejandra Podesta",María Luisa Bemberg
9066,"Shelley Long, Gary Cole, Christine Taylor",Betty Thomas
771,"Macaulay Culkin, Joe Pesci, Daniel Stern",Chris Columbus
251,"Patrick Swayze, Demi Moore, Whoopi Goldberg",Jerry Zucker
812,"Scott Weinger, Robin Williams, Linda Larkin",Ron Clements
280,"Arnold Schwarzenegger, Linda Hamilton, Robert Patrick",James Cameron
581,"Kevin Costner, Mary McDonnell, Graham Greene",Kevin Costner
80350,"Roddy Piper, Billy Blanks, Richard Norton",Steve Cohen
268,"Jack Nicholson, Michael Keaton, Kim Basinger",Tim Burton
274,"Jodie Foster, Anthony Hopkins, Scott Glenn",Jonathan Demme
408,"Adriana Caselotti, Lucille La Verne, Harry Stockwell",David Hand
10020,"Paige O'Hara, Robby Benson, Richard White",Gary Trousdale
10895,"Mel Blanc, Don Brodie, Walter Catlett",Hamilton Luske
114,"Julia Roberts, Richard Gere, Ralph Bellamy",Garry Marshall
41043,"Viktor Mikhaylov, Nina Usatova, Agnès Soral",Yuri Mamin
576,"William Holden, Ernest Borgnine, Robert Ryan",Sam Peckinpah
15477,"Gil Bellows, Renée Zellweger, Rory Cochrane",C.M. Talkington
59146,"Gu Bao-Ming, Mingjun Kao, Lan Wang",Huang Jianxin
124472,,Jean Bach
30528,"Matthew Modine, Paul Reiser, Randy Quaid",Sam Weisman
7300,"Michelle Pfeiffer, George Clooney, Mae Whitman",Michael Hoffman
10824,"Tony Todd, Kelly Rowan, William O'Leary",Bill Condon
261246,"Charles Dance, Clive Owen, Miranda Richardson",Stephen Poliakoff
275,"William H. Macy, Frances McDormand, Steve Buscemi",Joel Coen
25059,"Michael J. Fox, Sally Field, Ralph Waite",David R. Ellis
11827,"Rodger Bumpass, Jackie Burroughs, Joe Flaherty",Gerald Potterton
8766,"Bruce Ramsay, Valentina Vargas, Charlotte Chatton",Kevin Yagher
23570,"David Schwimmer, Gwyneth Paltrow, Michael Rapaport",Matt Reeves
47333,"Anna Paquin, Charlotte Gainsbourg, William Hurt",Franco Zeffirelli
54850,"Oliver Milburn, Catherine McCormack, Thandie Newton",Anna Campion
51242,"Nino Manfredi, Johnny Dorelli, Anna Karina",Franco Brusati
10112,"Phil Harris, Sterling Holloway, Scatman Crothers",Wolfgang Reitherman
4307,"Marisa Paredes, Juan Echanove, Carme Elias",Pedro Almodóvar
46029,"Antonio Banderas, Melanie Griffith, Daryl Hannah",Fernando Trueba
32308,"Matt LeBlanc, Jack Warden, Jayne Brook",Bill Couturié
88893,"Donald Sutherland, Brad Dourif, Vittorio Mezzogiorno",Werner Herzog
52873,"Daniel Auteuil, Marthe Villalonga, Catherine Deneuve",André Téchiné
123505,"Lisa Eichhorn, Stanley Tucci, Caroline Aaron",
340210,"James Russo, Cynda Williams, Paul Calderon",Mika Kaurismäki
44281,"Selim Boughedir, Mustafa Adouani, Rabia Ben Abdallah",Férid Boughedir
28121,"Lynn Whitfield, Martin Lawrence, Regina King",Martin Lawrence
12520,"Cameron Diaz, Ron Eldard, Courtney B. Vance",Stacy Title
1592,"Richard Gere, Edward Norton, Laura Linney",Gregory Hoblit
166901,,Clément Virgo
36447,"Dennis Hopper, Amy Irving, Amy Locane",Bruno Barreto
19042,"Ernest Borgnine, Bebe Neuwirth, Charlie Sheen",Paul Sabella
38884,"Ian Hart, Rosana Pastor, Frédéric Pierrot",Ken Loach
47449,"Tim Daly, Caroleen Feeney, Dan Gunther",Hal Salwen
36259,"Whoopi Goldberg, George Newbern, Richard Roundtree",Jonathan R. Betuel
41852,"Robert Duvall, James Earl Jones, Michael Beach",Richard Pearce
40926,"Michael Gunther, Craig Chester, Michael Stock",Todd Verow
9099,"Steve Martin, Dan Aykroyd, Phil Hartman",Jonathan Lynn
2021,"Richard E. Grant, Samantha Mathis, Judi Dench",Tim Sullivan
61752,"Theresa Randle, Isaiah Washington, Spike Lee",Spike Lee
10988,"Sharon Stone, Isabelle Adjani, Chazz Palminteri",Jeremiah S. Chechik
11479,"Patrick Timsit, Ludwig Briand, Miou-Miou",Hervé Palud
398959,"Anica Dobra, Martin Umbach, Tina Hamperl",Martin Enlen
287305,"Ulrich Mühe, Iris Berben, Marita Marschall",Carlo Rola
339428,"Erik Goertz, Anton Rattinger, Dieter Wardetzky",
12652,"Emmanuelle Béart, Michel Serrault, Jean-Hugues Anglade",Claude Sautet
10684,"Denzel Washington, Meg Ryan, Lou Diamond Phillips",Edward Zwick
954,"Tom Cruise, Jon Voight, Emmanuelle Béart",Brian De Palma
68445,"Masatoshi Nagase, Lili Taylor, Fisher Stevens",Friðrik Þór Friðriksson
18989,"Robin Wright, Morgan Freeman, Stockard Channing",Pen Densham
10801,"Veronica Ferres, Til Schweiger, Joachim Król",Sönke Wortmann
54285,"Pang Eun-jin, Hwang Shin-hye, Kim Choo-ryeon",Park Chul-soo
8840,"Dennis Quaid, David Thewlis, Pete Postlethwaite",Rob Cohen
278978,"Peter Ketnath, Nina Hoss, Steffen Schroeder",Joseph Vilsmaier
124625,"George Tabori, Pauline Collins, Ulrich Tukur",Michael Verhoeven
11107,"Whoopi Goldberg, Frank Langella, Dennis Farina",Steve Rash
16417,"Leon Schuster, John Matshikiza, Wilson Dunster",Gray Hofmeyr
70934,"Max Cullen, Kris McQuade, Tina Bursill",Richard Wherrett
10363,"Alain Delon, Maurice Ronet, Marie Laforêt",René Clément
161070,"Anthony Hopkins, Leslie Phillips, Kate Burton",Anthony Hopkins
10539,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite",Henry Selick
10543,"Mark Wahlberg, Reese Witherspoon, William Petersen",James Foley
18414,"Dave Foley, Bruce McCulloch, Kevin McDonald",Kelly Makin
47502,"Cher, Chazz Palminteri, Ryan O'Neal",Paul Mazursky
11902,"Predrag 'Miki' Manojlović, Lazar Ristovski, Mirjana Joković",Emir Kusturica
27098,"Johan Widerberg, Marika Lagercrantz, Tomas von Brömssen",Bo Widerberg
25087,"Daniel Bernhardt, Pat Morita, Donald Gibb",Alan Mehrez
5801,"Kanu Bannerjee, Karuna Bannerjee, Chunibala Devi",Satyajit Ray
896,"Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty",Satyajit Ray
3065,"Michael J. Nelson, Trace Beaulieu, Jim Mallon",Jim Mallon
318177,,
2300,"Michael Jordan, Wayne Knight, Billy West",Joe Pytka
8069,"Jane Fonda, John Phillip Law, Anita Pallenberg",Roger Vadim
288173,"Tia Carrere, Rigg Kennedy, Lisa Dean Ryan",Catherine Cyran
187851,"Donna Frotscher, Nick Baldasare, Christina Veronica",Brett Piper
27768,"Billy Bob Thornton, Molly Ringwald, J.T. Walsh",George Hickenlooper
221917,"Albert Finney, Matt Keeslar, Victoria Smurfit",Peter Yates
8072,"Eddie Constantine, Anna Karina, Akim Tamiroff",Jean-Luc Godard
35797,"Philippe Noiret, Isabelle Huppert, Jean-Pierre Marielle",Bertrand Tavernier
88030,"Jim Jarmusch, Samuel Fuller",Mika Kaurismäki
185191,,Claude Chabrol
83857,"Talia Shire, Elizabeth Ashley, Joe Cortese",Gordon Willis
33245,"Eric Roberts, Gregory Harrison, Lee Grant",Randal Kleiser
124460,"Greta Scacchi, Kerry Fox, Sam Neill",Michael Blakemore
27281,"Danny Glover, Ray Liotta, Denis Leary",Simon Wincer
105045,"Corinna Harfouch, Meret Becker, August Zirner",Margarethe von Trotta
40001,"Shirley MacLaine, Ricki Lake, Brendan Fraser",Richard Benjamin
29621,"Mario Van Peebles, Barry Corbin, William Sadler",Norberto Barba
117730,,Eli Cohen
20762,"Tom Berenger, Raymond Cruz, Marc Anthony",Robert Mandel
